期号,总销售额,红球,蓝球,一等奖省份
2018127,383266268,"02,05,06,07,11,15",12,"内蒙古1注,上海3注,浙江1注,安徽1注,福建2注,山东1注,湖南1注,广东1注,陕西1注,新疆1注,共13注。其中复式或胆拖投注为：内蒙古1注,上海3注,安徽1注,湖南1注,广东1注,陕西1注,新疆1注。"
2018126,415778246,"01,06,08,09,14,22",05,"安徽1注,湖南3注,贵州1注,云南2注,青海1注,共8注。其中复式或胆拖投注为：湖南3注,贵州1注,云南1注。"
2018125,391293382,"03,10,11,14,15,32",02,"河北1注,内蒙古1注,辽宁1注,共3注。其中复式或胆拖投注为：河北1注,辽宁1注。"
2018124,378069006,"09,13,14,19,22,25",02,"山东1注,湖南1注,广东1注,青海1注,共4注。其中复式或胆拖投注为：山东1注,湖南1注,广东1注。"
2018123,410429482,"13,21,24,27,31,32",01,"河南1注,湖北1注,广东1注,贵州1注,云南1注,甘肃1注,共6注。其中复式或胆拖投注为：河南1注,贵州1注。"
2018122,327644802,"05,07,20,22,30,32",10,"河北1注,山西1注,辽宁1注,黑龙江1注,江苏2注,浙江4注,安徽1注,福建2注,江西1注,山东1注,河南1注,湖南1注,广东1注,四川3注,贵州2注,云南4注,甘肃1注,青海1注,新疆2注,共31注。"
2018121,321305376,"06,08,14,19,23,25",11,"辽宁1注,浙江2注,江西1注,湖北1注,广东3注,广西1注,四川2注,共11注。"
2018120,357215818,"03,04,18,26,27,33",01,"天津1注,河北2注,辽宁1注,湖北1注,共5注。"
2018119,328321394,"03,13,14,16,25,27",12,"河北2注,山西1注,黑龙江1注,湖南2注,广东1注,广西2注,深圳1注,共10注。"
2018118,322015414,"08,12,21,22,27,31",09,"浙江1注,重庆1注,湖北2注,广东1注,贵州1注,深圳1注,共7注。"
2018117,340052040,"08,11,15,17,23,25",05,"北京1注,江苏1注,山东1注,广东1注,四川2注,共6注。"
2018116,281786404,"05,14,17,22,23,28",15,"内蒙古5注,黑龙江1注,浙江4注,重庆2注,湖南30注,广西1注,陕西1注,共44注。"
2018115,273986534,"01,13,19,24,26,29",11,"广东1注,共1注。"
2018114,336072030,"01,07,15,16,20,27",14,"天津1注,浙江1注,福建1注,四川1注,贵州1注,宁夏1注,共6注。"
2018113,314160394,"01,06,09,16,25,26",09,"北京1注,河北2注,江西5注,广东1注,云南1注,深圳1注,共11注。"
2018112,302328982,"05,08,18,25,26,31",04,"河北1注,辽宁1注,江苏1注,山东1注,湖南2注,四川1注,陕西1注,新疆3注,共11注。"
2018111,320180512,"01,07,14,24,25,28",08,"北京1注,辽宁1注,上海1注,浙江1注,江西1注,山东1注,河南1注,湖南1注,四川2注,陕西1注,共11注。"
2018110,307066624,"11,13,16,21,22,23",02,"吉林1注,重庆1注,共2注。"
2018109,306989720,"10,11,18,23,31,33",15,"黑龙江1注,江苏1注,山东1注,四川1注,共4注。"
2018108,322147946,"05,13,18,21,26,30",02,"北京1注,河北2注,上海5注,浙江1注,福建1注,山东1注,湖北6注,广西1注,四川1注,贵州1注,陕西1注,甘肃1注,共22注。"
2018107,317508712,"01,02,05,12,20,22",01,"辽宁1注,浙江1注,江西1注,山东1注,广西2注,共6注。"
2018106,312096980,"04,18,19,24,25,26",10,"北京1注,辽宁2注,山东1注,共4注。"
2018105,343324268,"04,05,13,18,19,25",01,"北京1注,上海1注,江苏3注,安徽2注,河南10注,共17注。"
2018104,312637426,"02,03,06,19,25,29",01,"北京1注,辽宁1注,上海1注,山东1注,广东1注,共5注。"
2018103,314574584,"02,09,15,22,23,24",16,"吉林1注,福建1注,江西1注,山东2注,四川1注,新疆1注,共7注。"
2018102,340812198,"02,06,11,19,21,28",05,"浙江1注,福建1注,山东1注,四川1注,共4注。"
2018101,308676480,"01,03,14,26,29,33",09,"河北1注,浙江2注,广东2注,共5注。"
2018100,309533260,"02,11,14,15,29,33",02,"河北1注,山东1注,河南1注,共3注。"
2018099,339383254,"03,07,08,14,25,32",06,"河北1注,山西2注,黑龙江1注,浙江1注,安徽1注,湖北1注,广东1注,四川2注,云南1注,新疆1注,共12注。"
2018098,314746902,"06,10,11,20,29,32",13,"山西2注,辽宁1注,江苏1注,安徽2注,福建1注,山东1注,重庆1注,共9注。"
2018097,313501772,"01,02,17,20,25,28",13,"广东1注,共1注。"
2018096,338691852,"01,05,09,20,28,32",12,"上海1注,江苏1注,浙江1注,河南1注,广东3注,四川7注,贵州5注,云南1注,甘肃1注,青海1注,新疆1注,共23注。"
2018095,320539494,"10,11,12,21,26,33",09,"辽宁2注,福建1注,广东1注,共4注。"
2018094,314204036,"04,07,16,20,24,30",05,共0注。
2018093,341609166,"04,18,20,21,29,33",07,"上海1注,浙江1注,贵州1注,共3注。"
2018092,318819890,"06,10,16,19,24,33",16,"天津1注,共1注。"
2018091,315853082,"06,11,13,17,25,32",07,"北京1注,江苏1注,浙江2注,共4注。"
2018090,340370390,"01,02,04,10,14,23",07,"北京3注,辽宁3注,安徽1注,福建1注,江西1注,山东1注,湖南1注,云南1注,共12注。"
2018089,312432712,"06,09,12,14,18,27",14,"山西1注,江苏1注,浙江1注,重庆1注,陕西1注,共5注。"
2018088,315199378,"03,05,12,29,30,32",14,"山西1注,浙江1注,湖北1注,湖南1注,广东4注,共8注。"
2018087,348603358,"01,05,10,16,18,31",03,"重庆2注,甘肃1注,共3注。"
2018086,322631262,"02,07,17,21,23,26",16,"江苏1注,浙江2注,安徽1注,湖北1注,广东2注,陕西1注,深圳10注,共18注。"
2018085,322576362,"04,10,25,26,30,33",06,"天津1注,浙江1注,重庆1注,广西3注,云南2注,共8注。"
2018084,347865554,"05,06,08,12,22,24",03,"北京1注,内蒙古1注,黑龙江1注,上海1注,福建1注,江西1注,山东2注,河南1注,湖北1注,广东1注,云南1注,甘肃1注,共13注。"
2018083,323565026,"04,09,18,21,32,33",03,"江苏2注,广东8注,云南1注,共11注。"
2018082,319081284,"06,12,14,20,22,24",09,"河北3注,浙江1注,河南3注,四川1注,共8注。"
2018081,349698540,"01,02,12,16,20,26",03,"山西1注,吉林1注,上海2注,陕西1注,共5注。"
2018080,325310442,"04,07,13,20,29,33",03,"河北2注,浙江1注,重庆1注,湖南1注,广西1注,共6注。"
2018079,327442428,"14,15,17,22,24,29",13,"浙江1注,福建1注,共2注。"
2018078,358569878,"03,10,14,17,18,30",12,"内蒙古1注,吉林1注,江苏1注,浙江2注,山东1注,共6注。"
2018077,327832004,"02,05,09,15,20,24",10,"河北2注,辽宁1注,浙江1注,重庆1注,广西1注,四川1注,共7注。"
2018076,327873252,"03,07,08,15,29,30",13,"河北3注,辽宁4注,吉林1注,黑龙江2注,山东1注,河南1注,湖北2注,湖南2注,广东1注,海南1注,四川1注,贵州1注,云南1注,深圳1注,共22注。"
2018075,356378720,"07,09,12,13,22,24",11,"上海5注,江苏1注,山东1注,重庆1注,广东4注,广西1注,四川1注,陕西3注,共17注。"
2018074,327800026,"09,11,14,20,27,30",09,"辽宁1注,黑龙江1注,江苏1注,浙江1注,安徽1注,山东2注,云南1注,陕西1注,共9注。"
2018073,329645754,"02,09,14,15,16,23",10,"河北2注,内蒙古2注,江西3注,山东1注,共8注。"
2018072,372281494,"11,16,19,22,25,30",08,"河北1注,内蒙古1注,黑龙江1注,浙江1注,安徽1注,山东1注,湖北2注,广东1注,广西5注,贵州1注,云南1注,陕西1注,新疆2注,共19注。"
2018071,348880396,"02,05,06,13,16,19",03,"黑龙江4注,江苏1注,浙江2注,安徽1注,重庆1注,共9注。"
2018070,339461364,"04,09,15,16,19,27",10,"内蒙古1注,上海1注,安徽1注,江西2注,广西2注,宁夏6注,共13注。"
2018069,355213336,"06,13,17,19,23,31",12,"浙江2注,重庆1注,广东1注,广西1注,共5注。"
2018068,332649368,"08,10,17,20,27,30",01,"北京1注,湖南1注,广东1注,共3注。"
2018067,324647042,"01,04,09,12,15,18",05,"北京1注,安徽1注,山东2注,海南1注,贵州1注,云南1注,新疆1注,共8注。"
2018066,357968382,"09,16,17,19,22,26",10,"浙江1注,江西5注,广东3注,四川1注,共10注。"
2018065,329937636,"01,04,06,14,28,33",01,"北京1注,内蒙古1注,安徽1注,广东1注,四川2注,共6注。"
2018064,329557586,"02,05,10,11,17,21",05,"北京1注,河北1注,辽宁1注,浙江1注,山东1注,湖北1注,广东1注,广西2注,四川1注,甘肃1注,深圳1注,共12注。"
2018063,358387608,"05,06,10,16,20,25",12,"河北1注,辽宁1注,上海1注,浙江5注,福建5注,山东2注,河南2注,湖北3注,湖南1注,广东1注,广西1注,四川1注,宁夏2注,深圳1注,共27注。"
2018062,326938646,"02,18,19,24,25,33",11,"山东1注,重庆1注,广西1注,四川2注,甘肃1注,共6注。"
2018061,332550974,"09,10,11,12,18,23",07,"河北1注,山西1注,上海1注,江苏2注,浙江1注,重庆1注,湖北2注,广东4注,四川1注,贵州1注,共15注。"
2018060,364451892,"04,08,13,25,30,31",10,"辽宁1注,江苏1注,福建1注,湖北1注,广东1注,共5注。"
2018059,335528070,"04,06,08,13,22,32",11,"山西1注,江苏1注,贵州1注,云南1注,甘肃1注,共5注。"
2018058,328678478,"07,12,13,16,26,31",07,"辽宁5注,陕西5注,深圳1注,共11注。"
2018057,360079018,"05,15,17,19,20,30",13,"河北1注,吉林1注,福建1注,山东1注,重庆1注,广东1注,海南1注,四川1注,宁夏1注,共9注。"
2018056,332042280,"01,03,06,20,21,26",01,"上海2注,山东3注,广东1注,四川1注,共7注。"
2018055,328077816,"07,09,10,12,22,26",07,"河北1注,江苏2注,浙江1注,山东3注,广西1注,新疆1注,深圳30注,共39注。"
2018054,364343470,"04,06,18,22,25,33",16,"河北1注,江苏1注,湖北1注,新疆1注,共4注。"
2018053,336743448,"01,04,10,11,14,27",06,"辽宁1注,黑龙江2注,浙江1注,河南1注,广东1注,四川1注,贵州1注,共8注。"
2018052,335132016,"03,05,06,09,15,32",14,"河北1注,山西1注,辽宁1注,山东1注,共4注。"
2018051,362286900,"05,07,20,23,27,31",04,"江苏1注,山东1注,广东1注,甘肃1注,宁夏1注,共5注。"
2018050,332612986,"01,02,04,10,18,19",07,"吉林1注,黑龙江1注,浙江2注,重庆1注,云南1注,新疆1注,共7注。"
2018049,308606382,"01,03,04,11,19,23",02,"浙江6注,山东1注,共7注。"
2018048,347082070,"01,12,20,25,30,31",02,"天津1注,浙江1注,广西1注,四川1注,共4注。"
2018047,340211348,"06,07,12,16,22,25",07,"上海2注,浙江1注,福建1注,江西1注,山东2注,湖北1注,湖南1注,共9注。"
2018046,341414200,"10,13,14,18,20,31",03,"辽宁1注,安徽1注,共2注。"
2018045,381384846,"03,04,06,25,26,30",01,"山东1注,广西1注,甘肃1注,共3注。"
2018044,351490126,"05,09,12,17,27,30",06,"北京1注,天津1注,内蒙古1注,黑龙江1注,江苏1注,浙江1注,江西1注,山东4注,湖北1注,湖南2注,广东2注,广西3注,四川1注,甘肃1注,新疆1注,共22注。"
2018043,350595736,"01,04,06,08,21,24",07,"河北1注,内蒙古2注,浙江1注,湖北1注,广东1注,共6注。"
2018042,373384922,"06,10,21,28,29,31",12,"黑龙江1注,山东3注,重庆1注,河南1注,湖北5注,广东1注,广西2注,共14注。"
2018041,342614774,"07,08,20,23,24,32",13,"河北1注,江苏1注,浙江1注,四川1注,共4注。"
2018040,341719534,"01,03,08,13,18,23",16,"河北1注,山西1注,辽宁1注,上海1注,江苏1注,河南1注,广东2注,云南1注,西藏1注,深圳1注,共11注。"
2018039,368394896,"08,12,18,19,23,32",03,"江西1注,山东2注,河南1注,湖南1注,广东1注,共6注。"
2018038,303245456,"15,23,24,25,28,29",09,"江苏1注,浙江1注,广西1注,新疆1注,深圳1注,共5注。"
2018037,336334062,"01,06,07,08,27,30",10,"河北2注,辽宁2注,吉林2注,山东2注,云南1注,陕西3注,共12注。"
2018036,375931002,"08,17,24,26,28,33",04,"江苏1注,陕西1注,深圳2注,共4注。"
2018035,350309396,"07,10,11,17,23,28",15,"浙江1注,湖南1注,广东1注,广西1注,四川1注,深圳1注,共6注。"
2018034,348544506,"01,05,11,22,23,26",15,"辽宁1注,吉林1注,安徽2注,山东1注,河南2注,广东1注,共8注。"
2018033,376360408,"04,19,20,22,28,33",06,"上海1注,安徽1注,江西1注,共3注。"
2018032,351194914,"21,22,23,24,25,32",06,"天津1注,福建1注,广西1注,共3注。"
2018031,345048756,"02,16,18,19,27,30",14,"内蒙古1注,江苏1注,福建1注,共3注。"
2018030,388492136,"13,14,20,21,25,33",07,"江苏1注,共1注。"
2018029,349939456,"01,02,09,14,22,25",05,"山西1注,辽宁2注,浙江1注,河南1注,共5注。"
2018028,352015830,"03,08,11,14,18,23",16,"天津1注,内蒙古1注,上海1注,浙江1注,山东1注,河南1注,广东1注,共7注。"
2018027,386579026,"02,07,09,14,18,28",05,"江苏1注,福建1注,山东2注,湖北2注,共6注。"
2018026,341958742,"04,07,12,14,26,32",04,"江苏1注,江西1注,山东1注,湖南1注,广西2注,共6注。"
2018025,341614936,"04,13,16,19,21,25",14,"广西1注,共1注。"
2018024,373443496,"11,19,22,26,31,32",02,"黑龙江1注,江西1注,河南1注,湖南1注,广东4注,云南1注,共9注。"
2018023,339395846,"12,15,16,21,26,29",16,"北京1注,天津1注,江苏1注,共3注。"
2018022,333617132,"07,14,19,21,22,23",03,"辽宁1注,黑龙江1注,山东1注,湖南1注,云南1注,陕西1注,共6注。"
2018021,364661036,"03,04,06,11,23,28",14,"辽宁1注,江苏1注,陕西1注,共3注。"
2018020,322991340,"06,09,10,14,28,30",05,"北京20注,河北1注,山西1注,福建2注,江西1注,山东2注,四川2注,陕西1注,宁夏2注,新疆1注,共33注。"
2018019,353382992,"03,11,12,16,21,23",09,"北京2注,河北1注,黑龙江1注,江苏1注,浙江1注,山东1注,广西1注,共8注。"
2018018,364855490,"02,12,13,18,25,27",07,"辽宁1注,黑龙江1注,江苏1注,浙江1注,江西2注,湖北2注,湖南2注,广东1注,四川1注,共12注。"
2018017,341808336,"03,06,11,26,30,32",12,"内蒙古1注,浙江1注,福建1注,广东1注,广西1注,共5注。"
2018016,338462386,"01,11,12,18,25,27",16,"北京2注,山东2注,共4注。"
2018015,372995620,"11,15,20,21,26,33",15,"内蒙古1注,浙江1注,安徽1注,重庆1注,广西2注,共6注。"
2018014,341965074,"09,12,20,24,28,31",07,"江苏4注,山东1注,湖北1注,广东1注,深圳10注,共17注。"
2018013,338322260,"06,08,13,15,22,33",06,"江苏1注,江西2注,河南2注,广东3注,贵州1注,共9注。"
2018012,367108128,"11,12,13,19,26,28",12,"山西1注,上海1注,江苏2注,湖北1注,广西1注,西藏1注,深圳1注,共8注。"
2018011,336871794,"03,10,21,23,27,33",11,"山西1注,上海1注,安徽1注,河南2注,湖南1注,广西2注,共8注。"
2018010,351327690,"01,08,17,20,21,22",03,"北京1注,辽宁1注,重庆1注,广东1注,云南2注,共6注。"
2018009,384256808,"05,10,17,23,26,32",07,"北京5注,山西1注,江苏2注,河南2注,湖北2注,广东2注,四川2注,云南1注,共17注。"
2018008,359785672,"05,09,10,12,17,19",13,"北京6注,辽宁1注,吉林1注,湖北2注,广东1注,共11注。"
2018007,354279554,"13,14,20,25,27,31",12,"河北2注,浙江2注,山东1注,湖北1注,广东1注,广西1注,共8注。"
2018006,387617618,"02,07,08,09,17,29",11,"北京3注,辽宁1注,吉林1注,上海1注,山东4注,广东1注,共11注。"
2018005,354961030,"02,20,21,28,31,33",06,"北京1注,共1注。"
2018004,349304820,"14,18,19,26,30,31",11,"吉林1注,浙江8注,湖北1注,广东1注,甘肃1注,深圳1注,共13注。"
2018003,388121442,"01,14,16,17,20,31",04,"河北1注,山西1注,安徽1注,山东1注,湖北1注,共5注。"
2018002,351610618,"07,18,24,29,31,33",16,"河北1注,黑龙江1注,四川1注,共3注。"
2018001,367348082,"01,08,11,26,28,31",04,"黑龙江1注,江苏1注,浙江10注,福建1注,山东1注,湖北2注,湖南1注,广西1注,四川1注,甘肃1注,宁夏1注,深圳1注,共22注。"
2017154,414241024,"05,09,13,15,18,26",05,"河北1注,浙江1注,安徽1注,江西1注,山东1注,湖北1注,广东2注,广西1注,四川1注,甘肃1注,共11注。"
2017153,372349292,"07,11,12,13,18,19",16,"北京1注,山西1注,浙江1注,湖北1注,共4注。"
2017152,367326916,"06,10,23,25,26,29",05,"吉林1注,浙江1注,福建1注,山东1注,重庆2注,四川1注,陕西1注,共8注。"
2017151,410102286,"02,05,07,09,11,27",16,"辽宁1注,江苏3注,安徽1注,福建1注,共6注。"
2017150,382821120,"06,14,19,20,21,23",08,"安徽1注,重庆1注,湖北1注,广东1注,四川1注,云南2注,新疆1注,深圳1注,共9注。"
2017149,389703152,"05,08,15,20,27,30",13,"河北3注,内蒙古2注,辽宁4注,吉林1注,黑龙江3注,上海7注,江苏6注,浙江3注,安徽2注,福建2注,江西1注,山东6注,重庆3注,河南4注,湖北1注,湖南3注,广东2注,广西3注,四川4注,贵州1注,陕西1注,甘肃1注,新疆1注,深圳3注,共67注。其中复式投注为：河北2注,内蒙古1注,辽宁4注,吉林1注,黑龙江3注,上海5注,江苏2注,浙江2注,安徽2注,福建2注,江西1注,山东4注,重庆3注,河南3注,湖北1注,湖南2注,广东1注,广西1注,四川3注,贵州1注,甘肃1注,新疆1注,深圳1注。"
2017148,419003890,"04,07,11,14,29,32",12,"北京1注,河北1注,内蒙古2注,辽宁1注,江苏2注,浙江4注,山东2注,四川2注,贵州1注,云南2注,共18注。其中复式投注为：北京1注,河北1注,浙江2注,山东2注,四川2注,云南2注。"
2017147,397012632,"03,07,20,21,25,31",14,"山西1注,上海1注,安徽1注,共3注。其中复式投注为：山西1注。"
2017146,409358700,"01,19,25,26,27,33",10,"北京1注,河北5注,吉林1注,江苏1注,山东1注,重庆1注,湖北1注,湖南6注,广东1注,四川2注,贵州1注,共21注。其中复式投注为：吉林1注,山东1注,重庆1注,湖北1注,湖南6注,广东1注,四川1注,贵州1注。"
2017145,434698744,"02,06,12,17,25,28",12,"河北1注,山西1注,内蒙古1注,辽宁1注,吉林1注,黑龙江1注,上海1注,江苏1注,浙江6注,安徽1注,山东2注,重庆2注,湖北1注,湖南3注,四川2注,云南2注,陕西2注,甘肃1注,深圳1注,共31注。其中复式投注为：河北1注,内蒙古1注,辽宁1注,吉林1注,黑龙江1注,江苏1注,浙江3注,安徽1注,重庆2注,湖北1注,湖南2注,四川2注,云南1注,陕西1注,甘肃1注,深圳1注。"
2017144,394649686,"03,14,16,20,31,32",09,"北京1注,天津2注,浙江1注,江西1注,四川1注,云南2注,共8注。其中复式投注为：北京1注,天津2注,四川1注。"
2017143,383967718,"04,06,09,14,20,29",14,"河北1注,辽宁1注,上海6注,山东1注,广东1注,青海1注,新疆2注,共13注。其中复式投注为：上海5注,广东1注,青海1注,新疆2注。"
